Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem,tem_cpe
2.0,7.0,0.0,5.0,5.0,0.0,7.0,0.0,30.7,0.6,C4,Suporte,Unilateral,,SX LIGHTING,,0.35,,11.31,5.94,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,5.0,5.0,0.0,7.0,0.0,30.7,0.6,C4,Suporte,Unilateral,,TECNOWATT,,0.33,,17.3,10.12,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.0,3.0,0.0,6.6,2.8,25.7,0.2,C5,Braço,Unilateral,,LEDSTAR,,0.51,,9.47,2.14,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.0,3.0,0.0,6.6,2.8,25.7,0.2,C5,Braço,Unilateral,,SX LIGHTING,,0.71,,11.39,0.7,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.0,3.0,0.0,6.6,2.8,25.7,0.2,C5,Braço,Unilateral,,TECNOWATT,,0.67,,11.39,1.86,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,0.0,5.0,0.5,10.0,0.25,35.1,0.2,C4,Braço,Unilateral,,LEDSTAR,,0.47,,12.43,,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,0.0,5.0,0.5,10.0,0.25,35.1,0.2,C4,Braço,Unilateral,,SX LIGHTING,,0.51,,13.65,,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,0.0,5.0,0.5,10.0,0.25,35.1,0.2,C4,Braço,Unilateral,,TECNOWATT,,0.51,,14.35,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,5.0,6.0,7.8,2.5,34.9,3.0,C4,Braço,Canteiro central,,LEDSTAR,,0.36,,17.42,,72.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,5.0,6.0,7.8,2.5,34.9,3.0,C4,Braço,Canteiro central,,SX LIGHTING,,0.46,,18.59,,70.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,5.0,6.0,7.8,2.5,34.9,3.0,C4,Braço,Canteiro central,,TECNOWATT,,0.52,,20.0,,80.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,1.5,5.0,2.5,7.0,2.5,28.7,3.0,C2,Braço,Canteiro central,,LEDSTAR,,0.31,,21.27,15.92,65.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,1.5,5.0,2.5,7.0,2.5,28.7,3.0,C2,Braço,Canteiro central,,SX LIGHTING,,0.37,,25.41,21.15,70.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,1.5,5.0,2.5,7.0,2.5,28.7,3.0,C2,Braço,Canteiro central,,TECNOWATT,,0.44,,21.89,21.61,68.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.0,2.0,0.0,7.0,1.3,42.3,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.26,,8.42,1.72,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.0,2.0,0.0,7.0,1.3,42.3,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.24,,7.98,1.03,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.0,2.0,0.0,7.0,1.3,42.3,0.4,C5,Braço,Unilateral,Médio II,TECNOWATT,,0.18,,8.88,1.1,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.38,,10.75,3.15,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.4,,8.72,1.54,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.4,C5,Braço,Unilateral,,TECNOWATT,,0.49,,8.59,2.83,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.5,2.0,0.0,7.0,1.3,31.1,0.3,C4,Braço,Unilateral,,LEDSTAR,,0.42,,11.5,4.02,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.5,2.0,0.0,7.0,1.3,31.1,0.3,C4,Braço,Unilateral,,SX LIGHTING,,0.58,,10.91,4.31,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.5,2.0,0.0,7.0,1.3,31.1,0.3,C4,Braço,Unilateral,,TECNOWATT,,0.45,,12.06,4.66,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,4.0,3.0,0.0,7.3,1.3,29.9,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.46,,7.57,2.56,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,4.0,3.0,0.0,7.3,1.3,29.9,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.64,,9.38,2.28,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,4.0,3.0,0.0,7.3,1.3,29.9,0.3,C5,Braço,Unilateral,,TECNOWATT,,0.59,,9.19,3.44,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,12.0,0.0,4.0,4.0,0.0,7.0,1.3,29.0,0.3,C5,Braço,Unilateral,Longo II,LEDSTAR,,0.57,,8.32,2.52,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,12.0,0.0,4.0,4.0,0.0,7.0,1.3,29.0,0.3,C5,Braço,Unilateral,Longo II,SX LIGHTING,,0.7,,7.79,1.3,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,12.0,0.0,4.0,4.0,0.0,7.0,1.3,29.0,0.3,C5,Braço,Unilateral,Longo II,TECNOWATT,,0.67,,7.61,2.12,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,6.68,1.3,24.0,0.3,C4,Braço,Unilateral,,LEDSTAR,,0.54,,10.48,4.93,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,6.68,1.3,24.0,0.3,C4,Braço,Unilateral,,SX LIGHTING,,0.71,,13.01,7.05,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,6.68,1.3,24.0,0.3,C4,Braço,Unilateral,,TECNOWATT,,0.65,,12.81,7.04,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,44.3,0.2,C4,Braço,Unilateral,,LEDSTAR,,0.26,,12.32,3.22,65.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,44.3,0.2,C4,Braço,Unilateral,,SX LIGHTING,,0.21,,11.02,1.08,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,44.3,0.2,C4,Braço,Unilateral,Longo I,TECNOWATT,,0.21,,10.0,1.5,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.8,1.3,36.9,0.3,C4,Braço,Unilateral,,LEDSTAR,,0.31,,10.32,2.4,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
